DATE,TIME,SITE,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
7/10/2024,,Trout Bog,LTER1,,,,,,,27.8,,,94.8,7.44,,,,,,,,0,
7/10/2024,,Trout Bog,LTER1,,,,,,,24,,,91.8,7.72,,,,,,,,0.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,22.7,,,84.5,7.29,,,,,,,,0.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,21,,,40.7,3.63,,,,,,,,0.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,19.3,,,7.8,0.72,,,,,,,,1,
7/10/2024,,Trout Bog,LTER1,,,,,,,16.7,,,1.9,0.18,,,,,,,,1.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,15.2,,,1,0.1,,,,,,,,1.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,12.9,,,0.4,0.04,,,,,,,,1.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,11.1,,,0,0,,,,,,,,2,
7/10/2024,,Trout Bog,LTER1,,,,,,,9.5,,,-0.4,-0.04,,,,,,,,2.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,8.1,,,-0.5,-0.06,,,,,,,,2.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,6.8,,,-0.9,-0.11,,,,,,,,2.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,6.3,,,-1,-0.12,,,,,,,,3,
7/10/2024,,Trout Bog,LTER1,,,,,,,5.6,,,-1.1,-0.14,,,,,,,,3.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,5.2,,,-1.2,-0.15,,,,,,,,3.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.9,,,-1.2,-0.16,,,,,,,,3.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.7,,,-1.3,-0.17,,,,,,,,4,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.6,,,-1.3,-0.17,,,,,,,,4.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.18,,,,,,,,4.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.18,,,,,,,,4.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.18,,,,,,,,5,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,5.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,5.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,5.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,6,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,6.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.3,,,-1.4,-0.18,,,,,,,,6.5,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.18,,,,,,,,6.75,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.18,,,,,,,,7,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.19,,,,,,,,7.25,
7/10/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.4,-0.19,,,,,,,,7.5,
